,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
112,Executive Data Science Specialization,5,"Assemble the right team, ask the right questions, and avoid the mistakes that derail data science projects.

In four intensive courses, you will learn what you need to know to begin assembling and leading a data science enterprise, even if you have never worked in data science before. Youâll get a crash course in data science so that youâll be conversant in the field and understand your role as a leader. Youâll also learn how to recruit, assemble, evaluate, and develop a team with complementary skill sets and roles. Youâll learn the structure of the data science pipeline, the goals of each stage, and how to keep your team on target throughout. Finally, youâll learn some down-to-earth practical skills that will help you overcome the common challenges that frequently derail data science projects.",Managing Data Analysis,https://www.coursera.org/learn/managing-data-analysis?specialization=executive-data-science
113,Executive Data Science Specialization,5,"Assemble the right team, ask the right questions, and avoid the mistakes that derail data science projects.

In four intensive courses, you will learn what you need to know to begin assembling and leading a data science enterprise, even if you have never worked in data science before. Youâll get a crash course in data science so that youâll be conversant in the field and understand your role as a leader. Youâll also learn how to recruit, assemble, evaluate, and develop a team with complementary skill sets and roles. Youâll learn the structure of the data science pipeline, the goals of each stage, and how to keep your team on target throughout. Finally, youâll learn some down-to-earth practical skills that will help you overcome the common challenges that frequently derail data science projects.",Data Science in Real Life,https://www.coursera.org/learn/real-life-data-science?specialization=executive-data-science
114,Executive Data Science Specialization,5,"Assemble the right team, ask the right questions, and avoid the mistakes that derail data science projects.

In four intensive courses, you will learn what you need to know to begin assembling and leading a data science enterprise, even if you have never worked in data science before. Youâll get a crash course in data science so that youâll be conversant in the field and understand your role as a leader. Youâll also learn how to recruit, assemble, evaluate, and develop a team with complementary skill sets and roles. Youâll learn the structure of the data science pipeline, the goals of each stage, and how to keep your team on target throughout. Finally, youâll learn some down-to-earth practical skills that will help you overcome the common challenges that frequently derail data science projects.",Executive Data Science Capstone,https://www.coursera.org/learn/executive-data-science-capstone
115,Statistical Analysis with R for Public Health Specialization,4,"Statistics are everywhere. The probability it will rain today. Trends over time in unemployment rates. The odds that India will win the next cricket world cup. In sports like football, they started out as a bit of fun but have grown into big business. Statistical analysis also has a key role in medicine, not least in the broad and core discipline of public health.In this specialisation, youâll take a peek at what medical research is and how â and indeed why â you turn a vague notion into a scientifically testable hypothesis. Youâll learn about key statistical concepts like sampling, uncertainty, variation, missing values and distributions. Then youâll get your hands dirty with analysing data sets covering some big public health challenges â fruit and vegetable consumption and cancer, risk factors for diabetes, and predictors of death following heart failure hospitalisation â using R, one of the most widely used and versatile free software packages around.

This specialisation consists of four courses â statistical thinking, linear regression, logistic regression and survival analysis â and is part of our upcoming Global Master in Public Health degree, which is due to start in September 2019.

The specialisation can be taken independently of the GMPH and will assume no knowledge of statistics or R software. You just need an interest in medical matters and quantitative data.",Introduction to Statistics & Data Analysis in Public Health,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health
116,Statistical Analysis with R for Public Health Specialization,4,"Statistics are everywhere. The probability it will rain today. Trends over time in unemployment rates. The odds that India will win the next cricket world cup. In sports like football, they started out as a bit of fun but have grown into big business. Statistical analysis also has a key role in medicine, not least in the broad and core discipline of public health.In this specialisation, youâll take a peek at what medical research is and how â and indeed why â you turn a vague notion into a scientifically testable hypothesis. Youâll learn about key statistical concepts like sampling, uncertainty, variation, missing values and distributions. Then youâll get your hands dirty with analysing data sets covering some big public health challenges â fruit and vegetable consumption and cancer, risk factors for diabetes, and predictors of death following heart failure hospitalisation â using R, one of the most widely used and versatile free software packages around.

This specialisation consists of four courses â statistical thinking, linear regression, logistic regression and survival analysis â and is part of our upcoming Global Master in Public Health degree, which is due to start in September 2019.

The specialisation can be taken independently of the GMPH and will assume no knowledge of statistics or R software. You just need an interest in medical matters and quantitative data.",Linear Regression in R for Public Health ,https://www.coursera.org/learn/linear-regression-r-public-health
117,Statistical Analysis with R for Public Health Specialization,4,"Statistics are everywhere. The probability it will rain today. Trends over time in unemployment rates. The odds that India will win the next cricket world cup. In sports like football, they started out as a bit of fun but have grown into big business. Statistical analysis also has a key role in medicine, not least in the broad and core discipline of public health.In this specialisation, youâll take a peek at what medical research is and how â and indeed why â you turn a vague notion into a scientifically testable hypothesis. Youâll learn about key statistical concepts like sampling, uncertainty, variation, missing values and distributions. Then youâll get your hands dirty with analysing data sets covering some big public health challenges â fruit and vegetable consumption and cancer, risk factors for diabetes, and predictors of death following heart failure hospitalisation â using R, one of the most widely used and versatile free software packages around.

This specialisation consists of four courses â statistical thinking, linear regression, logistic regression and survival analysis â and is part of our upcoming Global Master in Public Health degree, which is due to start in September 2019.

The specialisation can be taken independently of the GMPH and will assume no knowledge of statistics or R software. You just need an interest in medical matters and quantitative data.",Logistic Regression in R for Public Health,https://www.coursera.org/learn/logistic-regression-r-public-health
118,Statistical Analysis with R for Public Health Specialization,4,"Statistics are everywhere. The probability it will rain today. Trends over time in unemployment rates. The odds that India will win the next cricket world cup. In sports like football, they started out as a bit of fun but have grown into big business. Statistical analysis also has a key role in medicine, not least in the broad and core discipline of public health.In this specialisation, youâll take a peek at what medical research is and how â and indeed why â you turn a vague notion into a scientifically testable hypothesis. Youâll learn about key statistical concepts like sampling, uncertainty, variation, missing values and distributions. Then youâll get your hands dirty with analysing data sets covering some big public health challenges â fruit and vegetable consumption and cancer, risk factors for diabetes, and predictors of death following heart failure hospitalisation â using R, one of the most widely used and versatile free software packages around.

This specialisation consists of four courses â statistical thinking, linear regression, logistic regression and survival analysis â and is part of our upcoming Global Master in Public Health degree, which is due to start in September 2019.

The specialisation can be taken independently of the GMPH and will assume no knowledge of statistics or R software. You just need an interest in medical matters and quantitative data.",Survival Analysis in R for Public Health,https://www.coursera.org/learn/survival-analysis-r-public-health
119,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.",Firm Level Economics: Consumer and Producer Behavior,https://www.coursera.org/learn/firm-level-economics?specialization=managerial-economics-business-analysis
120,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.",Firm Level Economics: Markets and Allocations,https://www.coursera.org/learn/firm-level-economics-markets?specialization=managerial-economics-business-analysis
121,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.",Country Level Economics: Macroeconomic Variables and Markets,https://www.coursera.org/learn/country-level-economics?specialization=managerial-economics-business-analysis
122,Managerial Economics and Business Analysis  Specialization,4,"In order to effectively manage and operate a business, managers and leaders need to understand the market characteristics and economic environment they operate in. In this Specialization, you will build a solid understanding of the operation of markets and the macro-economic environment with real-world examples. You will be able to identify firm and country-level economic factors that impact business decisions, develop an analytical framework using statistical tools, and apply economic theory and data in the analysis of business environment and trends to make effective business decisions.The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.

This Specialization is part of the University of Illinois Masters of Business Administration degree program, the iMBA. Learn more about the admission into the program here and how your Coursera work can be leveraged if accepted into the program. You can also start with for-credit courses within the Illinois iMBA degree program.","Country Level Economics: Policies, Institutions, and Macroeconomic Performance",https://www.coursera.org/learn/macroeconomic-factors?specialization=managerial-economics-business-analysis
123,Applied Data Science with Python Specialization,4,"The 5 courses in this University of Michigan specialization introduce learners to data science through the python programming language. This skills-based specialization is intended for learners who have a basic python or programming background, and want to apply statistical, machine learning, information visualization, text analysis, and social network analysis techniques through popular python toolkits such as pandas, matplotlib, scikit-learn, nltk, and networkx to gain insight into their data.

Introduction to Data Science in Python (course 1), Applied Plotting, Charting & Data Representation in Python (course 2), and Applied Machine Learning in Python (course 3) should be taken in order and prior to any other course in the specialization. After completing those, courses 4 and 5 can be taken in any order. All 5 are required to earn a certificate.",Introduction to Data Science in Python,https://www.coursera.org/learn/python-data-analysis?specialization=data-science-python
124,Applied Data Science with Python Specialization,4,"The 5 courses in this University of Michigan specialization introduce learners to data science through the python programming language. This skills-based specialization is intended for learners who have a basic python or programming background, and want to apply statistical, machine learning, information visualization, text analysis, and social network analysis techniques through popular python toolkits such as pandas, matplotlib, scikit-learn, nltk, and networkx to gain insight into their data.

Introduction to Data Science in Python (course 1), Applied Plotting, Charting & Data Representation in Python (course 2), and Applied Machine Learning in Python (course 3) should be taken in order and prior to any other course in the specialization. After completing those, courses 4 and 5 can be taken in any order. All 5 are required to earn a certificate.","Applied Plotting, Charting & Data Representation in Python",https://www.coursera.org/learn/python-plotting?specialization=data-science-python
125,Applied Data Science with Python Specialization,4,"The 5 courses in this University of Michigan specialization introduce learners to data science through the python programming language. This skills-based specialization is intended for learners who have a basic python or programming background, and want to apply statistical, machine learning, information visualization, text analysis, and social network analysis techniques through popular python toolkits such as pandas, matplotlib, scikit-learn, nltk, and networkx to gain insight into their data.

Introduction to Data Science in Python (course 1), Applied Plotting, Charting & Data Representation in Python (course 2), and Applied Machine Learning in Python (course 3) should be taken in order and prior to any other course in the specialization. After completing those, courses 4 and 5 can be taken in any order. All 5 are required to earn a certificate.",Applied Machine Learning in Python,https://www.coursera.org/learn/python-machine-learning?specialization=data-science-python
126,Applied Data Science with Python Specialization,4,"The 5 courses in this University of Michigan specialization introduce learners to data science through the python programming language. This skills-based specialization is intended for learners who have a basic python or programming background, and want to apply statistical, machine learning, information visualization, text analysis, and social network analysis techniques through popular python toolkits such as pandas, matplotlib, scikit-learn, nltk, and networkx to gain insight into their data.

Introduction to Data Science in Python (course 1), Applied Plotting, Charting & Data Representation in Python (course 2), and Applied Machine Learning in Python (course 3) should be taken in order and prior to any other course in the specialization. After completing those, courses 4 and 5 can be taken in any order. All 5 are required to earn a certificate.",Applied Text Mining in Python,https://www.coursera.org/learn/python-text-mining?specialization=data-science-python
127,Investment Management with Python and Machine Learning Specialization,4,"The Data Science and Machine Learning for Asset Management Specialization has been designed to deliver a broad and comprehensive introduction to modern methods in Investment Management, with a particular emphasis on the use of data science and machine learning techniques to improve investment decisions.By the end of this specialization, you will have acquired the tools required for making sound investment decisions, with an emphasis not only on the foundational theory and underlying concepts, but also on practical applications and implementation. Instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language through a series of dedicated lab sessions.",Introduction to Portfolio Construction and Analysis with Python,https://www.coursera.org/learn/introduction-portfolio-construction-python
128,Investment Management with Python and Machine Learning Specialization,4,"The Data Science and Machine Learning for Asset Management Specialization has been designed to deliver a broad and comprehensive introduction to modern methods in Investment Management, with a particular emphasis on the use of data science and machine learning techniques to improve investment decisions.By the end of this specialization, you will have acquired the tools required for making sound investment decisions, with an emphasis not only on the foundational theory and underlying concepts, but also on practical applications and implementation. Instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language through a series of dedicated lab sessions.",Advanced Portfolio Construction and Analysis with Python,https://www.coursera.org/learn/advanced-portfolio-construction-python
129,Investment Management with Python and Machine Learning Specialization,4,"The Data Science and Machine Learning for Asset Management Specialization has been designed to deliver a broad and comprehensive introduction to modern methods in Investment Management, with a particular emphasis on the use of data science and machine learning techniques to improve investment decisions.By the end of this specialization, you will have acquired the tools required for making sound investment decisions, with an emphasis not only on the foundational theory and underlying concepts, but also on practical applications and implementation. Instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language through a series of dedicated lab sessions.",Python and Machine Learning for Asset Management ,https://www.coursera.org/learn/python-machine-learning-for-investment-management
130,Investment Management with Python and Machine Learning Specialization,4,"The Data Science and Machine Learning for Asset Management Specialization has been designed to deliver a broad and comprehensive introduction to modern methods in Investment Management, with a particular emphasis on the use of data science and machine learning techniques to improve investment decisions.By the end of this specialization, you will have acquired the tools required for making sound investment decisions, with an emphasis not only on the foundational theory and underlying concepts, but also on practical applications and implementation. Instead of merely explaining the science, we help you build on that foundation in a practical manner, with an emphasis on the hands-on implementation of those ideas in the Python programming language through a series of dedicated lab sessions.",Python and Machine-Learning for Asset Management with Alternative Data Sets,https://www.coursera.org/learn/machine-learning-asset-management-alternative-data
131,Machine Learning for Trading Specialization,3,"This Specialization is for finance professionals, including but not limited to hedge fund traders, analysts, day traders, those involved in investment management or portfolio management, and anyone interested in gaining greater knowledge of how to construct effective trading strategies using Machine Learning. Alternatively, this specialization can be for machine learning professionals who seek to apply their craft to quantitative trading strategies.

The courses will teach you how to create various trading strategies using Python. By the end of the Specialization, you will be able to create quantitative trading strategies that you can train and implement. You will also learn how to use reinforcement learning strategies to create algorithms that can update and train themselves.

To be successful in this Specialization, you should have a basic competency in Python programming and familiarity with pertinent libraries for machine learning, such as Scikit-Learn, StatsModels, and Pandas. Experience with SQL will be helpful. You should have a background in statistics (expected values and standard deviation, Gaussian distributions, higher moments, probability, linear regressions) and a basic knowledge of financial markets (equities, bonds, derivatives, market structure, hedging).","Introduction to Trading, Machine Learning & GCP",https://www.coursera.org/learn/introduction-trading-machine-learning-gcp
132,Machine Learning for Trading Specialization,3,"This Specialization is for finance professionals, including but not limited to hedge fund traders, analysts, day traders, those involved in investment management or portfolio management, and anyone interested in gaining greater knowledge of how to construct effective trading strategies using Machine Learning. Alternatively, this specialization can be for machine learning professionals who seek to apply their craft to quantitative trading strategies.

The courses will teach you how to create various trading strategies using Python. By the end of the Specialization, you will be able to create quantitative trading strategies that you can train and implement. You will also learn how to use reinforcement learning strategies to create algorithms that can update and train themselves.

To be successful in this Specialization, you should have a basic competency in Python programming and familiarity with pertinent libraries for machine learning, such as Scikit-Learn, StatsModels, and Pandas. Experience with SQL will be helpful. You should have a background in statistics (expected values and standard deviation, Gaussian distributions, higher moments, probability, linear regressions) and a basic knowledge of financial markets (equities, bonds, derivatives, market structure, hedging).",Using Machine Learning in Trading and Finance,https://www.coursera.org/learn/machine-learning-trading-finance
133,Machine Learning for Trading Specialization,3,"This Specialization is for finance professionals, including but not limited to hedge fund traders, analysts, day traders, those involved in investment management or portfolio management, and anyone interested in gaining greater knowledge of how to construct effective trading strategies using Machine Learning. Alternatively, this specialization can be for machine learning professionals who seek to apply their craft to quantitative trading strategies.

The courses will teach you how to create various trading strategies using Python. By the end of the Specialization, you will be able to create quantitative trading strategies that you can train and implement. You will also learn how to use reinforcement learning strategies to create algorithms that can update and train themselves.

To be successful in this Specialization, you should have a basic competency in Python programming and familiarity with pertinent libraries for machine learning, such as Scikit-Learn, StatsModels, and Pandas. Experience with SQL will be helpful. You should have a background in statistics (expected values and standard deviation, Gaussian distributions, higher moments, probability, linear regressions) and a basic knowledge of financial markets (equities, bonds, derivatives, market structure, hedging).",Reinforcement Learning for Trading Strategies,https://www.coursera.org/learn/trading-strategies-reinforcement-learning
134,Finance & Quantitative Modeling for Analysts Specialization,4,"The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range from a basic understanding of financial statement data and non-financial metrics that can be linked to financial performance, to a deeper dive into business and financial modeling. Analysts also utilize spreadsheet models, modeling techniques, and common investment analysis application as part of their toolkit to make informed financial decisions and investments.

This multifaceted specialization will equip a learner who might be interested in entering the dynamic world of data and business analysis, and/or is interested gaining deeper technical knowledge in Finance and Quantitative Modeling. Starting from the fundamentals of quantitative modeling, you will learn how to put data to work by using spreadsheets and leverage spreadsheets as a powerful, accessible data analysis tool. You will also be introduced to the world of corporate finance, and gain a better understanding of finance fundamentals, including a variety of real-world situations spanning personal finance, corporate decision-making and financial intermediation.",Fundamentals of Quantitative Modeling,https://www.coursera.org/learn/wharton-quantitative-modeling
135,Finance & Quantitative Modeling for Analysts Specialization,4,"The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range from a basic understanding of financial statement data and non-financial metrics that can be linked to financial performance, to a deeper dive into business and financial modeling. Analysts also utilize spreadsheet models, modeling techniques, and common investment analysis application as part of their toolkit to make informed financial decisions and investments.

This multifaceted specialization will equip a learner who might be interested in entering the dynamic world of data and business analysis, and/or is interested gaining deeper technical knowledge in Finance and Quantitative Modeling. Starting from the fundamentals of quantitative modeling, you will learn how to put data to work by using spreadsheets and leverage spreadsheets as a powerful, accessible data analysis tool. You will also be introduced to the world of corporate finance, and gain a better understanding of finance fundamentals, including a variety of real-world situations spanning personal finance, corporate decision-making and financial intermediation.",Introduction to Spreadsheets and Models,https://www.coursera.org/learn/wharton-introduction-spreadsheets-models
136,Finance & Quantitative Modeling for Analysts Specialization,4,"The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range from a basic understanding of financial statement data and non-financial metrics that can be linked to financial performance, to a deeper dive into business and financial modeling. Analysts also utilize spreadsheet models, modeling techniques, and common investment analysis application as part of their toolkit to make informed financial decisions and investments.

This multifaceted specialization will equip a learner who might be interested in entering the dynamic world of data and business analysis, and/or is interested gaining deeper technical knowledge in Finance and Quantitative Modeling. Starting from the fundamentals of quantitative modeling, you will learn how to put data to work by using spreadsheets and leverage spreadsheets as a powerful, accessible data analysis tool. You will also be introduced to the world of corporate finance, and gain a better understanding of finance fundamentals, including a variety of real-world situations spanning personal finance, corporate decision-making and financial intermediation.",Financial Acumen for Non-Financial Managers,https://www.coursera.org/learn/finance-healthcare-managers
137,Finance & Quantitative Modeling for Analysts Specialization,4,"The role of an Analyst is dynamic, complex, and driven by a variety of skills. These skills range from a basic understanding of financial statement data and non-financial metrics that can be linked to financial performance, to a deeper dive into business and financial modeling. Analysts also utilize spreadsheet models, modeling techniques, and common investment analysis application as part of their toolkit to make informed financial decisions and investments.

This multifaceted specialization will equip a learner who might be interested in entering the dynamic world of data and business analysis, and/or is interested gaining deeper technical knowledge in Finance and Quantitative Modeling. Starting from the fundamentals of quantitative modeling, you will learn how to put data to work by using spreadsheets and leverage spreadsheets as a powerful, accessible data analysis tool. You will also be introduced to the world of corporate finance, and gain a better understanding of finance fundamentals, including a variety of real-world situations spanning personal finance, corporate decision-making and financial intermediation.",Introduction to Corporate Finance,https://www.coursera.org/learn/wharton-finance
138,Excel to MySQL: Analytic Techniques for Business Specialization,4,"Formulate data questions, explore and visualize large datasets, and inform strategic decisions.In this Specialization, youâll learn to frame business challenges as data questions. Youâll use powerful tools and methods such as Excel, Tableau, and MySQL to analyze data, create forecasts and models, design visualizations, and communicate your insights. In the final Capstone Project, youâll apply your skills to explore and justify improvements to a real-world business process.

The Capstone Project focuses on optimizing revenues from residential property, and Airbnb, our Capstoneâs official Sponsor, provided input on the project design. Airbnb is the worldâs largest marketplace connecting property-owner hosts with travelers to facilitate short-term rental transactions. The top 10 Capstone completers each year will have the opportunity to present their work directly to senior data scientists at Airbnb live for feedback and discussion.",Business Metrics for Data-Driven Companies,https://www.coursera.org/learn/analytics-business-metrics?specialization=excel-mysql
139,Excel to MySQL: Analytic Techniques for Business Specialization,4,"Formulate data questions, explore and visualize large datasets, and inform strategic decisions.In this Specialization, youâll learn to frame business challenges as data questions. Youâll use powerful tools and methods such as Excel, Tableau, and MySQL to analyze data, create forecasts and models, design visualizations, and communicate your insights. In the final Capstone Project, youâll apply your skills to explore and justify improvements to a real-world business process.

The Capstone Project focuses on optimizing revenues from residential property, and Airbnb, our Capstoneâs official Sponsor, provided input on the project design. Airbnb is the worldâs largest marketplace connecting property-owner hosts with travelers to facilitate short-term rental transactions. The top 10 Capstone completers each year will have the opportunity to present their work directly to senior data scientists at Airbnb live for feedback and discussion.",Mastering Data Analysis in Excel,https://www.coursera.org/learn/analytics-excel?specialization=excel-mysql
140,Excel to MySQL: Analytic Techniques for Business Specialization,4,"Formulate data questions, explore and visualize large datasets, and inform strategic decisions.In this Specialization, youâll learn to frame business challenges as data questions. Youâll use powerful tools and methods such as Excel, Tableau, and MySQL to analyze data, create forecasts and models, design visualizations, and communicate your insights. In the final Capstone Project, youâll apply your skills to explore and justify improvements to a real-world business process.

The Capstone Project focuses on optimizing revenues from residential property, and Airbnb, our Capstoneâs official Sponsor, provided input on the project design. Airbnb is the worldâs largest marketplace connecting property-owner hosts with travelers to facilitate short-term rental transactions. The top 10 Capstone completers each year will have the opportunity to present their work directly to senior data scientists at Airbnb live for feedback and discussion.",Data Visualization and Communication with Tableau,https://www.coursera.org/learn/analytics-tableau?specialization=excel-mysql
141,Excel to MySQL: Analytic Techniques for Business Specialization,4,"Formulate data questions, explore and visualize large datasets, and inform strategic decisions.In this Specialization, youâll learn to frame business challenges as data questions. Youâll use powerful tools and methods such as Excel, Tableau, and MySQL to analyze data, create forecasts and models, design visualizations, and communicate your insights. In the final Capstone Project, youâll apply your skills to explore and justify improvements to a real-world business process.

The Capstone Project focuses on optimizing revenues from residential property, and Airbnb, our Capstoneâs official Sponsor, provided input on the project design. Airbnb is the worldâs largest marketplace connecting property-owner hosts with travelers to facilitate short-term rental transactions. The top 10 Capstone completers each year will have the opportunity to present their work directly to senior data scientists at Airbnb live for feedback and discussion.",Managing Big Data with MySQL,https://www.coursera.org/learn/analytics-mysql?specialization=excel-mysql
142,Genomic Data Science Specialization,4,"With genomics sparks a revolution in medical discoveries, it becomes imperative to be able to better understand the genome, and be able to leverage the data and information from genomic datasets. Genomic Data Science is the field that applies statistics and data science to the genome.

This Specialization covers the concepts and tools to understand, analyze, and interpret data from next generation sequencing experiments. It teaches the most common tools used in genomic data science including how to use the command line, along with a variety of software implementation tools like Python, R, Bioconductor, and Galaxy.

This Specialization is designed to serve as both a standalone introduction to genomic data science or as a perfect compliment to a primary degree or postdoc in biology, molecular biology, or genetics, for scientists in these fields seeking to gain familiarity in data science and statistical tools to better interact with the data in their everyday work.

To audit Genomic Data Science courses for free, visit https://www.coursera.org/jhu, click the course, click Enroll, and select Audit. Please note that you will not receive a Certificate of Completion if you choose to Audit.",Introduction to Genomic Technologies,https://www.coursera.org/learn/introduction-genomics?specialization=genomic-data-science
143,Genomic Data Science Specialization,4,"With genomics sparks a revolution in medical discoveries, it becomes imperative to be able to better understand the genome, and be able to leverage the data and information from genomic datasets. Genomic Data Science is the field that applies statistics and data science to the genome.

This Specialization covers the concepts and tools to understand, analyze, and interpret data from next generation sequencing experiments. It teaches the most common tools used in genomic data science including how to use the command line, along with a variety of software implementation tools like Python, R, Bioconductor, and Galaxy.

This Specialization is designed to serve as both a standalone introduction to genomic data science or as a perfect compliment to a primary degree or postdoc in biology, molecular biology, or genetics, for scientists in these fields seeking to gain familiarity in data science and statistical tools to better interact with the data in their everyday work.

To audit Genomic Data Science courses for free, visit https://www.coursera.org/jhu, click the course, click Enroll, and select Audit. Please note that you will not receive a Certificate of Completion if you choose to Audit.",Genomic Data Science with Galaxy,https://www.coursera.org/learn/galaxy-project?specialization=genomic-data-science
144,Genomic Data Science Specialization,4,"With genomics sparks a revolution in medical discoveries, it becomes imperative to be able to better understand the genome, and be able to leverage the data and information from genomic datasets. Genomic Data Science is the field that applies statistics and data science to the genome.

This Specialization covers the concepts and tools to understand, analyze, and interpret data from next generation sequencing experiments. It teaches the most common tools used in genomic data science including how to use the command line, along with a variety of software implementation tools like Python, R, Bioconductor, and Galaxy.

This Specialization is designed to serve as both a standalone introduction to genomic data science or as a perfect compliment to a primary degree or postdoc in biology, molecular biology, or genetics, for scientists in these fields seeking to gain familiarity in data science and statistical tools to better interact with the data in their everyday work.

To audit Genomic Data Science courses for free, visit https://www.coursera.org/jhu, click the course, click Enroll, and select Audit. Please note that you will not receive a Certificate of Completion if you choose to Audit.",Python for Genomic Data Science,https://www.coursera.org/learn/python-genomics?specialization=genomic-data-science
145,Genomic Data Science Specialization,4,"With genomics sparks a revolution in medical discoveries, it becomes imperative to be able to better understand the genome, and be able to leverage the data and information from genomic datasets. Genomic Data Science is the field that applies statistics and data science to the genome.

This Specialization covers the concepts and tools to understand, analyze, and interpret data from next generation sequencing experiments. It teaches the most common tools used in genomic data science including how to use the command line, along with a variety of software implementation tools like Python, R, Bioconductor, and Galaxy.

This Specialization is designed to serve as both a standalone introduction to genomic data science or as a perfect compliment to a primary degree or postdoc in biology, molecular biology, or genetics, for scientists in these fields seeking to gain familiarity in data science and statistical tools to better interact with the data in their everyday work.

To audit Genomic Data Science courses for free, visit https://www.coursera.org/jhu, click the course, click Enroll, and select Audit. Please note that you will not receive a Certificate of Completion if you choose to Audit.",Algorithms for DNA Sequencing,https://www.coursera.org/learn/dna-sequencing?specialization=genomic-data-science
