,Course Names,Course Length,Course Descriptions,Chapter Names,Chapter Links
104,Advanced Business Analytics Specialization,4,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.

The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Predictive Modeling and Analytics ,https://www.coursera.org/learn/predictive-modeling-analytics?specialization=data-analytics-business
105,Advanced Business Analytics Specialization,4,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.

The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Business Analytics for Decision Making,https://www.coursera.org/learn/business-analytics-decision-making?specialization=data-analytics-business
106,Advanced Business Analytics Specialization,4,"The Advanced Business Analytics Specialization brings together academic professionals and experienced practitioners to share real world data analytics skills you can use to grow your business, increase profits, and create maximum value for your shareholders. Learners gain practical skills in extracting and manipulating data using SQL code, executing statistical methods for descriptive, predictive, and prescriptive analysis, and effectively interpreting and presenting analytic results.

The problems faced by decision makers in todayâs competitive business environment are complex. Achieve a clear competitive advantage by using data to explain the performance of a business, evaluate different courses of action, and employ a structured approach to business problem-solving.

Check out a one-minute video about this specialization to learn more!",Communicating Business Analytics Results,https://www.coursera.org/learn/communicating-business-analytics-results?specialization=data-analytics-business
107,User Interface Design Specialization,4,"In this Specialization, you will learn industry-standard theory and methods for developing successful user interfaces (UIs). Upon completing this Specialization, you will have fluency with the user research, prototyping and evaluation techniques necessary for creating intuitive interfaces that facilitate good user experiences. You will also have demonstrated this fluency through an in-depth Capstone Project that can be shown to prospective employers in the fast-growing field of UI design.Concepts and techniques covered include structured approaches for helping you understand your user base and their needs (e.g. contextual inquiry and design psychology), widely-employed prototyping and design methods (e.g. low-fidelity and paper prototyping), and robust techniques for helping you evaluate your design choices (e.g. heuristic evaluation and user studies). By the end of the Specialization, you will be comfortable applying these concepts and techniques to design an interface for a wide variety of users from around the world.",Introduction to UI Design,https://www.coursera.org/learn/ui-design?specialization=user-interface-design
108,User Interface Design Specialization,4,"In this Specialization, you will learn industry-standard theory and methods for developing successful user interfaces (UIs). Upon completing this Specialization, you will have fluency with the user research, prototyping and evaluation techniques necessary for creating intuitive interfaces that facilitate good user experiences. You will also have demonstrated this fluency through an in-depth Capstone Project that can be shown to prospective employers in the fast-growing field of UI design.Concepts and techniques covered include structured approaches for helping you understand your user base and their needs (e.g. contextual inquiry and design psychology), widely-employed prototyping and design methods (e.g. low-fidelity and paper prototyping), and robust techniques for helping you evaluate your design choices (e.g. heuristic evaluation and user studies). By the end of the Specialization, you will be comfortable applying these concepts and techniques to design an interface for a wide variety of users from around the world.",User Research and Design,https://www.coursera.org/learn/design-research?specialization=user-interface-design
109,User Interface Design Specialization,4,"In this Specialization, you will learn industry-standard theory and methods for developing successful user interfaces (UIs). Upon completing this Specialization, you will have fluency with the user research, prototyping and evaluation techniques necessary for creating intuitive interfaces that facilitate good user experiences. You will also have demonstrated this fluency through an in-depth Capstone Project that can be shown to prospective employers in the fast-growing field of UI design.Concepts and techniques covered include structured approaches for helping you understand your user base and their needs (e.g. contextual inquiry and design psychology), widely-employed prototyping and design methods (e.g. low-fidelity and paper prototyping), and robust techniques for helping you evaluate your design choices (e.g. heuristic evaluation and user studies). By the end of the Specialization, you will be comfortable applying these concepts and techniques to design an interface for a wide variety of users from around the world.",Prototyping and Design,https://www.coursera.org/learn/prototyping-design?specialization=user-interface-design
110,User Interface Design Specialization,4,"In this Specialization, you will learn industry-standard theory and methods for developing successful user interfaces (UIs). Upon completing this Specialization, you will have fluency with the user research, prototyping and evaluation techniques necessary for creating intuitive interfaces that facilitate good user experiences. You will also have demonstrated this fluency through an in-depth Capstone Project that can be shown to prospective employers in the fast-growing field of UI design.Concepts and techniques covered include structured approaches for helping you understand your user base and their needs (e.g. contextual inquiry and design psychology), widely-employed prototyping and design methods (e.g. low-fidelity and paper prototyping), and robust techniques for helping you evaluate your design choices (e.g. heuristic evaluation and user studies). By the end of the Specialization, you will be comfortable applying these concepts and techniques to design an interface for a wide variety of users from around the world.",Evaluating User Interfaces,https://www.coursera.org/learn/ui-testing?specialization=user-interface-design
111,Database systems Specialization,4,"This specialized program is aimed at computer people who want to enter the field of information systems and learn their different types of requirements, architectures, performance, techniques and tools so you can know when to use business intelligence, data mining, data science, databases , databases in memory or big data in order to have reliable, maintainable and scalable data intensive systems. Through 4 courses, you will cover [transactional relational databases, business intelligence and Data warehousing, NoSQL technologies, and reliable, scalable and maintainable data intensive applications that will prepare you for a specialized information system consultant or data scientist.",Relational database systems,https://www.coursera.org/learn/relational-database
112,Database systems Specialization,4,"This specialized program is aimed at computer people who want to enter the field of information systems and learn their different types of requirements, architectures, performance, techniques and tools so you can know when to use business intelligence, data mining, data science, databases , databases in memory or big data in order to have reliable, maintainable and scalable data intensive systems. Through 4 courses, you will cover [transactional relational databases, business intelligence and Data warehousing, NoSQL technologies, and reliable, scalable and maintainable data intensive applications that will prepare you for a specialized information system consultant or data scientist.",Business intelligence and data warehousing,https://www.coursera.org/learn/business-intelligence-data-warehousing
113,Database systems Specialization,4,"This specialized program is aimed at computer people who want to enter the field of information systems and learn their different types of requirements, architectures, performance, techniques and tools so you can know when to use business intelligence, data mining, data science, databases , databases in memory or big data in order to have reliable, maintainable and scalable data intensive systems. Through 4 courses, you will cover [transactional relational databases, business intelligence and Data warehousing, NoSQL technologies, and reliable, scalable and maintainable data intensive applications that will prepare you for a specialized information system consultant or data scientist.",NoSQL systems,https://www.coursera.org/learn/nosql-databases
114,Database systems Specialization,4,"This specialized program is aimed at computer people who want to enter the field of information systems and learn their different types of requirements, architectures, performance, techniques and tools so you can know when to use business intelligence, data mining, data science, databases , databases in memory or big data in order to have reliable, maintainable and scalable data intensive systems. Through 4 courses, you will cover [transactional relational databases, business intelligence and Data warehousing, NoSQL technologies, and reliable, scalable and maintainable data intensive applications that will prepare you for a specialized information system consultant or data scientist.",Designing data-intensive applications,https://www.coursera.org/learn/data-intensive-applications
115,Object Oriented Programming in Java Specialization,4,"This Specialization is for aspiring software developers with some programming experience in at least one other programming language (e.g., Python, C, JavaScript, etc.) who want to be able to solve more complex problems through objected-oriented design with Java. In addition to learning Java, you will gain experience with two Java development environments (BlueJ and Eclipse), learn how to program with graphical user interfaces, and learn how to design programs capable of managing large amounts of data. These software engineering skills are broadly applicable across wide array of industries.",Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming
116,Object Oriented Programming in Java Specialization,4,"This Specialization is for aspiring software developers with some programming experience in at least one other programming language (e.g., Python, C, JavaScript, etc.) who want to be able to solve more complex problems through objected-oriented design with Java. In addition to learning Java, you will gain experience with two Java development environments (BlueJ and Eclipse), learn how to program with graphical user interfaces, and learn how to design programs capable of managing large amounts of data. These software engineering skills are broadly applicable across wide array of industries.","Java Programming: Arrays, Lists, and Structured Data",https://www.coursera.org/learn/java-programming-arrays-lists-data
117,Object Oriented Programming in Java Specialization,4,"This Specialization is for aspiring software developers with some programming experience in at least one other programming language (e.g., Python, C, JavaScript, etc.) who want to be able to solve more complex problems through objected-oriented design with Java. In addition to learning Java, you will gain experience with two Java development environments (BlueJ and Eclipse), learn how to program with graphical user interfaces, and learn how to design programs capable of managing large amounts of data. These software engineering skills are broadly applicable across wide array of industries.",Object Oriented Programming in Java,https://www.coursera.org/learn/object-oriented-java
118,Object Oriented Programming in Java Specialization,4,"This Specialization is for aspiring software developers with some programming experience in at least one other programming language (e.g., Python, C, JavaScript, etc.) who want to be able to solve more complex problems through objected-oriented design with Java. In addition to learning Java, you will gain experience with two Java development environments (BlueJ and Eclipse), learn how to program with graphical user interfaces, and learn how to design programs capable of managing large amounts of data. These software engineering skills are broadly applicable across wide array of industries.",Data Structures and Performance,https://www.coursera.org/learn/data-structures-optimizing-performance
119,Data Science at Scale Specialization,4,"Learn scalable data management, evaluate big data technologies, and design effective visualizations.

This Specialization covers intermediate topics in data science. You will gain hands-on experience with scalable SQL and NoSQL data management solutions, data mining algorithms, and practical statistical and machine learning concepts. You will also learn to visualize data and communicate results, and youâll explore legal and ethical issues that arise in working with big data. In the final Capstone Project, developed in partnership with the digital internship platform Coursolve, youâll apply your new skills to a real-world data science project.",Data Manipulation at Scale: Systems and Algorithms,https://www.coursera.org/learn/data-manipulation
120,Data Science at Scale Specialization,4,"Learn scalable data management, evaluate big data technologies, and design effective visualizations.

This Specialization covers intermediate topics in data science. You will gain hands-on experience with scalable SQL and NoSQL data management solutions, data mining algorithms, and practical statistical and machine learning concepts. You will also learn to visualize data and communicate results, and youâll explore legal and ethical issues that arise in working with big data. In the final Capstone Project, developed in partnership with the digital internship platform Coursolve, youâll apply your new skills to a real-world data science project.",Practical Predictive Analytics: Models and Methods,https://www.coursera.org/learn/predictive-analytics
121,Data Science at Scale Specialization,4,"Learn scalable data management, evaluate big data technologies, and design effective visualizations.

This Specialization covers intermediate topics in data science. You will gain hands-on experience with scalable SQL and NoSQL data management solutions, data mining algorithms, and practical statistical and machine learning concepts. You will also learn to visualize data and communicate results, and youâll explore legal and ethical issues that arise in working with big data. In the final Capstone Project, developed in partnership with the digital internship platform Coursolve, youâll apply your new skills to a real-world data science project.",Communicating Data Science Results,https://www.coursera.org/learn/data-results
122,Data Science at Scale Specialization,4,"Learn scalable data management, evaluate big data technologies, and design effective visualizations.

This Specialization covers intermediate topics in data science. You will gain hands-on experience with scalable SQL and NoSQL data management solutions, data mining algorithms, and practical statistical and machine learning concepts. You will also learn to visualize data and communicate results, and youâll explore legal and ethical issues that arise in working with big data. In the final Capstone Project, developed in partnership with the digital internship platform Coursolve, youâll apply your new skills to a real-world data science project.",Data Science at Scale - Capstone Project,https://www.coursera.org/learn/datasci-capstone
123,Bioinformatics Specialization,4,"Join Us in a Top 50 MOOC of All Time!

How do we sequence and compare genomes? How do we identify the genetic basis for disease? How do we construct an evolutionary Tree of Life for all species on Earth?

When you complete this Specialization, you will learn how to answer many questions in modern biology that have become inseparable from the computational approaches used to solve them. You will also obtain a toolkit of existing software resources built on these computational approaches and that are used by thousands of biologists every day in one of the fastest growing fields in science.

Although this Specialization centers on computational topics, you do not need to know how to program in order to complete it. If you are interested in programming, we feature an ""Honors Track"" (called ""hacker track"" in previous runs of the course). The Honors Track allows you to implement the bioinformatics algorithms that you will encounter along the way in dozens of automatically graded coding challenges. By completing the Honors Track, you will be a bioinformatics software professional!

Learn more about the Bioinformatics Specialization (including why we are wearing these crazy outfits) by watching our introductory video.

You can purchase the Specialization's print companion, Bioinformatics Algorithms: An Active Learning Approach, from the textbook website.

Our first course, ""Finding Hidden Messages in DNA"", was named a top-50 MOOC of all time by Class Central!",Finding Hidden Messages in DNA (Bioinformatics I),https://www.coursera.org/learn/dna-analysis?specialization=bioinformatics
124,Bioinformatics Specialization,4,"Join Us in a Top 50 MOOC of All Time!

How do we sequence and compare genomes? How do we identify the genetic basis for disease? How do we construct an evolutionary Tree of Life for all species on Earth?

When you complete this Specialization, you will learn how to answer many questions in modern biology that have become inseparable from the computational approaches used to solve them. You will also obtain a toolkit of existing software resources built on these computational approaches and that are used by thousands of biologists every day in one of the fastest growing fields in science.

Although this Specialization centers on computational topics, you do not need to know how to program in order to complete it. If you are interested in programming, we feature an ""Honors Track"" (called ""hacker track"" in previous runs of the course). The Honors Track allows you to implement the bioinformatics algorithms that you will encounter along the way in dozens of automatically graded coding challenges. By completing the Honors Track, you will be a bioinformatics software professional!

Learn more about the Bioinformatics Specialization (including why we are wearing these crazy outfits) by watching our introductory video.

You can purchase the Specialization's print companion, Bioinformatics Algorithms: An Active Learning Approach, from the textbook website.

Our first course, ""Finding Hidden Messages in DNA"", was named a top-50 MOOC of all time by Class Central!",Genome Sequencing (Bioinformatics II),https://www.coursera.org/learn/genome-sequencing?specialization=bioinformatics
125,Bioinformatics Specialization,4,"Join Us in a Top 50 MOOC of All Time!

How do we sequence and compare genomes? How do we identify the genetic basis for disease? How do we construct an evolutionary Tree of Life for all species on Earth?

When you complete this Specialization, you will learn how to answer many questions in modern biology that have become inseparable from the computational approaches used to solve them. You will also obtain a toolkit of existing software resources built on these computational approaches and that are used by thousands of biologists every day in one of the fastest growing fields in science.

Although this Specialization centers on computational topics, you do not need to know how to program in order to complete it. If you are interested in programming, we feature an ""Honors Track"" (called ""hacker track"" in previous runs of the course). The Honors Track allows you to implement the bioinformatics algorithms that you will encounter along the way in dozens of automatically graded coding challenges. By completing the Honors Track, you will be a bioinformatics software professional!

Learn more about the Bioinformatics Specialization (including why we are wearing these crazy outfits) by watching our introductory video.

You can purchase the Specialization's print companion, Bioinformatics Algorithms: An Active Learning Approach, from the textbook website.

Our first course, ""Finding Hidden Messages in DNA"", was named a top-50 MOOC of all time by Class Central!","Comparing Genes, Proteins, and Genomes (Bioinformatics III)",https://www.coursera.org/learn/comparing-genomes?specialization=bioinformatics
126,Bioinformatics Specialization,4,"Join Us in a Top 50 MOOC of All Time!

How do we sequence and compare genomes? How do we identify the genetic basis for disease? How do we construct an evolutionary Tree of Life for all species on Earth?

When you complete this Specialization, you will learn how to answer many questions in modern biology that have become inseparable from the computational approaches used to solve them. You will also obtain a toolkit of existing software resources built on these computational approaches and that are used by thousands of biologists every day in one of the fastest growing fields in science.

Although this Specialization centers on computational topics, you do not need to know how to program in order to complete it. If you are interested in programming, we feature an ""Honors Track"" (called ""hacker track"" in previous runs of the course). The Honors Track allows you to implement the bioinformatics algorithms that you will encounter along the way in dozens of automatically graded coding challenges. By completing the Honors Track, you will be a bioinformatics software professional!

Learn more about the Bioinformatics Specialization (including why we are wearing these crazy outfits) by watching our introductory video.

You can purchase the Specialization's print companion, Bioinformatics Algorithms: An Active Learning Approach, from the textbook website.

Our first course, ""Finding Hidden Messages in DNA"", was named a top-50 MOOC of all time by Class Central!",Molecular Evolution (Bioinformatics IV),https://www.coursera.org/learn/molecular-evolution?specialization=bioinformatics
127,Systems Biology and Biotechnology Specialization,4,"Design systems-level experiments using appropriate cutting edge techniques, collect big data, and analyze and interpret small and big data sets quantitatively.

The Systems Biology Specialization covers the concepts and methodologies used in systems-level analysis of biomedical systems. Successful participants will learn how to use experimental, computational and mathematical methods in systems biology and how to design practical systems-level frameworks to address questions in a variety of biomedical fields. In the final Capstone Project, students will apply the methods they learned in five courses of specialization to work on a research project.",Introduction to Systems Biology,https://www.coursera.org/learn/systems-biology?specialization=systems-biology
128,Systems Biology and Biotechnology Specialization,4,"Design systems-level experiments using appropriate cutting edge techniques, collect big data, and analyze and interpret small and big data sets quantitatively.

The Systems Biology Specialization covers the concepts and methodologies used in systems-level analysis of biomedical systems. Successful participants will learn how to use experimental, computational and mathematical methods in systems biology and how to design practical systems-level frameworks to address questions in a variety of biomedical fields. In the final Capstone Project, students will apply the methods they learned in five courses of specialization to work on a research project.",Experimental Methods in Systems Biology,https://www.coursera.org/learn/experimental-methods?specialization=systems-biology
129,Systems Biology and Biotechnology Specialization,4,"Design systems-level experiments using appropriate cutting edge techniques, collect big data, and analyze and interpret small and big data sets quantitatively.

The Systems Biology Specialization covers the concepts and methodologies used in systems-level analysis of biomedical systems. Successful participants will learn how to use experimental, computational and mathematical methods in systems biology and how to design practical systems-level frameworks to address questions in a variety of biomedical fields. In the final Capstone Project, students will apply the methods they learned in five courses of specialization to work on a research project.",Network Analysis in Systems Biology,https://www.coursera.org/learn/network-biology?specialization=systems-biology
130,Systems Biology and Biotechnology Specialization,4,"Design systems-level experiments using appropriate cutting edge techniques, collect big data, and analyze and interpret small and big data sets quantitatively.

The Systems Biology Specialization covers the concepts and methodologies used in systems-level analysis of biomedical systems. Successful participants will learn how to use experimental, computational and mathematical methods in systems biology and how to design practical systems-level frameworks to address questions in a variety of biomedical fields. In the final Capstone Project, students will apply the methods they learned in five courses of specialization to work on a research project.",Dynamical Modeling Methods for Systems Biology,https://www.coursera.org/learn/dynamical-modeling?specialization=systems-biology
