,Section Names,Section Length,Chapter Links,Section Descriptions
385,Hybrid Mobile App Development Frameworks: An Introduction,4,https://www.coursera.org/learn/ionic-cordova?specialization=full-stack-mobile-app-development,"This module explores the Ionic support for forms. Advanced features of Ionic lists are discussed. In addition all the different methods of overlaying information on the screen like modals, popups, popovers, action sheets, and loading are examined. Ionic support for gestures is also briefly considered."
386,Ionic Components,4,https://www.coursera.org/learn/ionic-cordova?specialization=full-stack-mobile-app-development,"In this module you will learn about using local storage within your app. You will then learn about configuring your machine for building your app for various platforms, and deploying your app to emulators and devices."
387,"Ionic Split Pane, Grid and Storage, and Deploying your App",4,https://www.coursera.org/learn/ionic-cordova?specialization=full-stack-mobile-app-development,In this module you will explore Cordova and the Ionic Native wrappers that enable you to access the native capabilities of the mobile devices. You will use a few plugins in order to understand the general concepts and the patterns for using these plugins within your Ionic application
388,Accessing Native Capabilities of Devices: Cordova and Ionic Native,4,https://www.coursera.org/learn/ionic-cordova?specialization=full-stack-mobile-app-development,"HKUST - A dynamic, international research university, in relentless pursuit of excellence, leading the advance of science and technology, and educating the new generation of front-runners for Asia and the world."
389,Hybrid Mobile App Development Frameworks: NativeScript: An Introduction,4,https://www.coursera.org/learn/nativescript?specialization=full-stack-mobile-app-development,This module introduces you to various NativeScript UI elements. We will look at how we can make use of these elements in designing the various views of our application.
390,NativeScript UI Elements,4,https://www.coursera.org/learn/nativescript?specialization=full-stack-mobile-app-development,"In this module we look at enhancing the user experience through the use of animations and support for gesture-based interaction. We also look at leveraging the storage for persisting data, and the customization of splash screens, icons and the use of other image resource in the app"
391,"NativeScript Animations, Gestures, Storage and Image Resources",4,https://www.coursera.org/learn/nativescript?specialization=full-stack-mobile-app-development,In this module you will explore NativeScript Plugins that enable you to access the native capabilities of the mobile devices. You will use a few plugins in order to understand the general concepts and the patterns for using these plugins within your NativeScript application
392,Accessing Native Capabilities of Devices: NativeScript Plugins,4,https://www.coursera.org/learn/nativescript?specialization=full-stack-mobile-app-development,"HKUST - A dynamic, international research university, in relentless pursuit of excellence, leading the advance of science and technology, and educating the new generation of front-runners for Asia and the world."
393,Communicating in a Connected World,4,https://www.coursera.org/learn/internet-connection-how-to-get-online?specialization=networking-basics,"In this module, you will learn the basic requirements of getting online. Activities will focus on how to configure and adjust the address settings of devices to allow for network and Internet connectivity. This module contains a hands-on lab that requires a wireless router, 2 PCs (Windows 10) (or 1 PC and 1 other device), and Ethernet cables."
394,Getting Online,4,https://www.coursera.org/learn/internet-connection-how-to-get-online?specialization=networking-basics,"In this module, you will learn how to use Cisco Packet Tracer network simulation and visualization program. By the end of the module, you will be able to build a simple network in Packet Tracer and observe how data flows in the network."
395,Exploring Networks with Packet Tracer,4,https://www.coursera.org/learn/internet-connection-how-to-get-online?specialization=networking-basics,"In this module, you will learn the building blocks of a simple network and how to test for connectivity in the network. At the end of this module, you will build and test connectivity in your own peer-to-peer network."
396,Building a Simple Peer-to-Peer Networking,4,https://www.coursera.org/learn/internet-connection-how-to-get-online?specialization=networking-basics,"For over 20 years, Cisco Networking Academy, a Cisco Corporate Social Responsibility program, has changed the lives of 9.2 million students in 180 countries by providing IT education, skills development and technical training, along with career mentorship."
397,Principles of Communications,4,https://www.coursera.org/learn/network-protocols-architecture?specialization=networking-basics,"In this module, you will learn how data frames are created and processed by hosts and switches will be explained.  You will also learn what protocols and network designs are needed to transmit data in a network.  At the end of this module, you will use a protocol analyzer or ""packet sniffer"" to open and examine a data packet that has been transmitted across a network."
398,Network Design and Addressing,4,https://www.coursera.org/learn/network-protocols-architecture?specialization=networking-basics,"In this module, you will learn why routing is needed and how data is forwarded between different networks. You will also create a simple peer-to-peer network in Packet Tracer and assign IPv4 addresses to the devices in the networks."
399,Communicating on the Local Area Network ,4,https://www.coursera.org/learn/network-protocols-architecture?specialization=networking-basics,"In this module, you will learn the purpose, structure and function of the IP address in a network. Labs and activities will focus on identifying and testing the various types of IP addresses. You will also be able to explain how different devices process unicast, multicast and broadcast packets."
400,The Internet Protocol (IP),4,https://www.coursera.org/learn/network-protocols-architecture?specialization=networking-basics,"For over 20 years, Cisco Networking Academy, a Cisco Corporate Social Responsibility program, has changed the lives of 9.2 million students in 180 countries by providing IT education, skills development and technical training, along with career mentorship."
401,Obtaining Addressing Information Automatically,4,https://www.coursera.org/learn/data-communication-network-services?specialization=networking-basics,"In this module, you learn the benefits and limitations of the IPv4 addressing system and why NAT and IPv6 were implemented to address the limitations.  You will use Packet Tracer to create and examine traffic for NAT translations."
402,Limitations of IPv4 and Transitioning to IPv6,4,https://www.coursera.org/learn/data-communication-network-services?specialization=networking-basics,"In this module, you will observe the interactions that occur between servers and clients as data is requested and transmitted over the network. You will learn how data is transported across the network and the protocols that are used to accomplish the tasks. Comparisons between the two transport layer protocols, TCP and UDP will be made."
403,Transporting Data Effectively and Efficiently,4,https://www.coursera.org/learn/data-communication-network-services?specialization=networking-basics,"There are numerous services requested and delivered over the network. Some may seem apparent while others are at work in the background providing needed services.  In this module, you will learn about common network services and protocols such as email, web services, instant messaging, DNS, HTTP, HTML, SMTP, Telnet, and SSH."
404,Common Network Services,4,https://www.coursera.org/learn/data-communication-network-services?specialization=networking-basics,"For over 20 years, Cisco Networking Academy, a Cisco Corporate Social Responsibility program, has changed the lives of 9.2 million students in 180 countries by providing IT education, skills development and technical training, along with career mentorship."
405,Building a Home Network,4,https://www.coursera.org/learn/home-networking-basics?specialization=networking-basics,"In this module, you will setup a wireless home network and connect various wireless devices. You will also compare and contrast the various ways in which a home network can connect to an ISP for Internet services.  A lab to change the wireless settings for a smartphone or other mobile device is included as well."
406,Module 2: Connecting to the Internet,4,https://www.coursera.org/learn/home-networking-basics?specialization=networking-basics,"In this module, you will learn about the various attacks"
407,Module 3: Taking Security Seriously,4,https://www.coursera.org/learn/home-networking-basics?specialization=networking-basics,"In this module, you will learn about best practices in security to implement in a home network. Emphasis is placed explaining how the various security tools and operating system features are used to mitigate attacks. You are also  exposed to how a simple firewall can be configured to filter or allow different types of traffic. "
408,Module 4: Securing the Network & User Devices,4,https://www.coursera.org/learn/home-networking-basics?specialization=networking-basics,"For over 20 years, Cisco Networking Academy, a Cisco Corporate Social Responsibility program, has changed the lives of 9.2 million students in 180 countries by providing IT education, skills development and technical training, along with career mentorship."
409,Introduction to Dynamic Web Content,8,https://www.coursera.org/learn/web-applications-php,We briefly cover the basics of the HyperText Markup Language (HTML) that is the markup for web pages.  We hope that you already have some expertise in HTML and that this is mostly review.
410,HyperText Markup Language (HTML),8,https://www.coursera.org/learn/web-applications-php,We briefly cover the basics of cascading Style Sheets (CSS) that allow us to style the markup for web pages.
411,Cascading Style Sheets (CSS),8,https://www.coursera.org/learn/web-applications-php,"Our first technical task is to work through the installation steps including installing a text editor, installing MAMP or XAMPP (or equivalent), creating a MySql Database, and writing a PHP program."
412,Installing PHP and SQL,8,https://www.coursera.org/learn/web-applications-php,We begin learning PHP.
413,Introduction to PHP,8,https://www.coursera.org/learn/web-applications-php,We look at unique aspects of arrays in the PHP language.
414,PHP Arrays,8,https://www.coursera.org/learn/web-applications-php,We look at unique aspects of functions in PHP.
415,PHP Functions,8,https://www.coursera.org/learn/web-applications-php,We look at how HTML forms are created and processed in the PHP language.
416,PHP and HTML Forms,8,https://www.coursera.org/learn/web-applications-php,"The mission of the University of Michigan is to serve the people of Michigan and the world through preeminence in creating, communicating, preserving and applying knowledge, art, and academic values, and in developing leaders and citizens who will challenge the present and enrich the future."
417,Installing PHP and SQL,4,https://www.coursera.org/learn/intro-sql,We learn about single table queries and the basic syntax of the SQL language.
418,Introduction to Structured Query Language (SQL),4,https://www.coursera.org/learn/intro-sql,"Covering database design with multiple tables, foreign keys, and the JOIN operation.."
419,Database Design,4,https://www.coursera.org/learn/intro-sql,"We learn how to model many-to-many relationships like those needed to represent users, roles, and courses."
420,Many-To-Many,4,https://www.coursera.org/learn/intro-sql,"The mission of the University of Michigan is to serve the people of Michigan and the world through preeminence in creating, communicating, preserving and applying knowledge, art, and academic values, and in developing leaders and citizens who will challenge the present and enrich the future."
421,PHP Objects,5,https://www.coursera.org/learn/database-applications-php,We look at how we connect to a MySQL using the Portable Data Objects (PDO) library and issue SQL commands in the the PHP language.
422,Connecting PHP and MySQL,5,https://www.coursera.org/learn/database-applications-php,We look at how PHP uses cookies and manages session data.
423,PHP Cookies and Sessions,5,https://www.coursera.org/learn/database-applications-php,"We look at how PHP avoids double posting data, how flash messages are implemented, and how we use a session to log in users in web applications."
424,"PHP Redirect, Routing, and Authentication",5,https://www.coursera.org/learn/database-applications-php,"Now we build our first 'complete' application that has multiple screens to Create, Read, Update and Delete (CRUD) our data. This brings all the previous concepts together and will form the basis for all later web applications."
425,Building a CRUD Application,5,https://www.coursera.org/learn/database-applications-php,"The mission of the University of Michigan is to serve the people of Michigan and the world through preeminence in creating, communicating, preserving and applying knowledge, art, and academic values, and in developing leaders and citizens who will challenge the present and enrich the future."
426,Introduction to JavaScript,4,https://www.coursera.org/learn/javascript-jquery-json,We do a quick look at how the JavaScript language supports the Object-Oriented pattern.  This is the second time we look at the OO pattern so we focus on the unique aspect of how JavaScript approaches OO.
427,JavaScript Objects,4,https://www.coursera.org/learn/javascript-jquery-json,This is a brief introduction to the JQuery library which is widely used to do in-browser manipulation of the Document Object Model(DOM) and event handling.
428,Using JQuery,4,https://www.coursera.org/learn/javascript-jquery-json,In this section we look at JavaScript Object Notation (JSON). JSON is commonly used as a syntax to exchange data between code running on the server (i.e. in PHP) and code running in the browser (JavaScript/JQuery).
429,JSON - JavaScript Object Notation,4,https://www.coursera.org/learn/javascript-jquery-json,"The mission of the University of Michigan is to serve the people of Michigan and the world through preeminence in creating, communicating, preserving and applying knowledge, art, and academic values, and in developing leaders and citizens who will challenge the present and enrich the future."
430,Welcome and Setting Up the Development Environment,3,https://www.coursera.org/learn/ruby-on-rails-intro?specialization=ruby-on-rails,"In this module, we will explore the different areas of the Ruby programming language.<p>We will start with the basics and continue with more advanced topics, such as arrays and hashes. We will also spend time exploring object oriented programming in Ruby, and finish the module by demonstrating how to perform unit testing.</p>"
431,Introduction to Ruby,3,https://www.coursera.org/learn/ruby-on-rails-intro?specialization=ruby-on-rails,"In this module, we will become familiar with core concepts behind Ruby on Rails, such as CoC (Convention Over Configuration) and MVC (Model-View-Controller). <p>We will then learn about consuming JSON API with HTTParty, a Ruby gem.  We will then integrate this ability to consume JSON API to serve as the data layer for our Rails application.</p>Finally, to conclude this module we will deploy the application to Heroku and write a unit test that will verify the desired functionality."
432,Introduction to Ruby on Rails,3,https://www.coursera.org/learn/ruby-on-rails-intro?specialization=ruby-on-rails,"The mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world."
433,Introduction to Active Record,4,https://www.coursera.org/learn/rails-with-active-record?specialization=ruby-on-rails,"In this module, we will continue exploring Active Record and look at ways to code advanced queries without exposing ourselves to risk from SQL injection (as well as what SQL injection actually is). We will then look at expressing relationships between entities in Active Record and validating the data being saved to the database."
434,Deep Dive into Active Record,4,https://www.coursera.org/learn/rails-with-active-record?specialization=ruby-on-rails,"In this module, we will introduce Rails' Action Pack, which is a combination of Action Controller and Action View. We will see how REST has influenced routing in a Rails application and also talk about partials, form helpers, and layouts."
435,Introduction to Action Pack,4,https://www.coursera.org/learn/rails-with-active-record?specialization=ruby-on-rails,"In this module, we will talk about how to deal with nested resources in Rails. We will then talk about securing your app with a username and password combination for authentication purposes and making sure that users are only authorized to make changes to and view their own resources. We will finish off the module by discussing pagination and deploying to Heroku Paas (Platform as a Service)."
436,Security and Nested Resources in Action Pack,4,https://www.coursera.org/learn/rails-with-active-record?specialization=ruby-on-rails,"The mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world."
437,"Introduction to MongoDB, MongoDB-Ruby API, and CRUD",4,https://www.coursera.org/learn/ruby-on-rails-web-services-mongodb?specialization=ruby-on-rails,"In this module, we’re going to explore the fundamentals of the Aggregation framework in MongoDB.  We will work on examples where you will process data records and return computed results. You will learn about and get to work on hands-on examples where you will be grouping values from multiple documents and performing a variety of operations on the grouped data to get a single result. We will look at a number of aggregation commands and paging. We will explore some advanced concepts like full text search, GridFS, Geospatial API, and wrap up the module with detailed demonstrations of all the capabilities presented in this module."
438,"Aggregation Framework, Performance, and Advanced MongoDB",4,https://www.coursera.org/learn/ruby-on-rails-web-services-mongodb?specialization=ruby-on-rails,"In this module, we’re going to explore Mongoid, which is an Object-Document-Mapper (ODM) for MongoDB written in Ruby. We will learn to integrate Mongoid with Rails and work to understand document and relationship mapping, as well. We will work on a number of queries using the Mongoid API and wrap up the module by implementing Rails/Mongoid Model View Controller."
439,Mongoid,4,https://www.coursera.org/learn/ruby-on-rails-web-services-mongodb?specialization=ruby-on-rails,"In this module, we’re going to explore Web Services with a focus on caching and security. We will start off by looking at REST fundamentals, RMM (Richardson Maturity Model) and URI best practices. We will wrap up the topic by covering Client and Server Caching along with Web Service Security (OAuth 2)."
440,Web Services,4,https://www.coursera.org/learn/ruby-on-rails-web-services-mongodb?specialization=ruby-on-rails,"The mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world."
441,Introduction to HTML5,5,https://www.coursera.org/learn/html-css-javascript-for-web-developers?specialization=ruby-on-rails,"A lot of people ""tinker"" with CSS. In this module, we'll take you from the very basics of CSS3 to some fairly advanced concepts like floating and CSS rule conflict resolution. We'll go over the 'box model', background property, etc. We'll finish off the module with learning about Responsive Design using our own CSS code as well as start introducing Twitter Bootstrap with its essential Grid System."
442,Introduction to CSS3,5,https://www.coursera.org/learn/html-css-javascript-for-web-developers?specialization=ruby-on-rails,"Ready for some REAL fun? This module is it! We'll go over some basics of interacting with a client when managing a web site project and then go visit a real client at their place of business (a Chinese restaurant), help the owner figure out what she wants in a site, and get acquainted with the restaurant in general. We'll spend the rest of the module building a real web site for this business from scratch and you'll get to sit next to me and watch as the site comes together."
443,Coding the Static Restaurant Site,5,https://www.coursera.org/learn/html-css-javascript-for-web-developers?specialization=ruby-on-rails,"What fun would a web site be if there was no functionality to it? In this module, we are going to concentrate on learning the fundamentals of the Javascript language. A lot of even seasoned developers “tinker” with Javascript without really understanding how the language works. That leads to viewing the language as more of a nuisance instead of a powerful tool. That is why we are going to concentrate not only on the “how” but also on the “why”, so you are empowered by the Javascript language features, not confused by them. We’ll cover just about everything - from common language constructs and Javascript types to objects, functions, arrays, closures, and scope isolation."
444,Introduction to Javascript,5,https://www.coursera.org/learn/html-css-javascript-for-web-developers?specialization=ruby-on-rails,"In this module, we are going to take all those newly learned Javascript language skills and learn how to utilize them within the context of a web page. We’ll start by learning how to properly manipulate the web page components using the Javascript Document Object Model API. We will then move on to learning one of the most popular ways of serving up data to a web site - Ajax. We'll learn about the protocol that the language of the web speaks in (HTTP), how to set up and handle Ajax requests and responses, as well as how to process JSON data. We'll finish the module by connecting our restaurant web site from Module 3 to a real backend service that will allow us to pull the data for the restaurant menu dynamically from the server without having to reload the entire page."
445,Using Javascript to Build Web Applications,5,https://www.coursera.org/learn/html-css-javascript-for-web-developers?specialization=ruby-on-rails,"The mission of The Johns Hopkins University is to educate its students and cultivate their capacity for life-long learning, to foster independent and original research, and to bring the benefits of discovery to the world."
446,Your development environment,3,https://www.coursera.org/learn/introduction-to-computer-programming,"In this topic you will learn about three concepts: •	Variables and data•	Simple interaction
•	Code organisation"
447,Drawing in 2D,3,https://www.coursera.org/learn/introduction-to-computer-programming,"The University of London is a federal University which includes 18 world leading Colleges. Our distance learning programmes were founded in 1858 and have enriched the lives of thousands of students, delivering high quality University of London degrees wherever our students are across the globe. Our alumni include 7 Nobel Prize winners. Today, we are a global leader in distance and flexible study, offering degree programmes to over 50,000 students in over 180 countries. To find out more about studying for one of our degrees where you are, visit www.london.ac.uk"
448,"Variables, objects and interaction",3,https://www.coursera.org/learn/introduction-to-computer-programming,"Championing research-rich degrees that provoke thought, stretch the imagination and tap into tomorrow’s world, at Goldsmiths we’re asking the questions that matter now in subjects as diverse as the arts and humanities, social sciences, cultural studies, computing, and entrepreneurial business and management. We are a community defined by its people: innovative in spirit, analytical in approach and open to all."
449,Abstraction,4,https://www.coursera.org/learn/how-computers-work,"This week you will learn about how computers communicate with each other over networks, including the internet. You will also learn about some of the security threats that the internet entails and how they can be avoided.  "
450,"State, modularity and applications",4,https://www.coursera.org/learn/how-computers-work,In this week you will apply all of the computer science concepts you have learned in this course to understanding how modern websites work. 
451,Networks,4,https://www.coursera.org/learn/how-computers-work,"The University of London is a federal University which includes 18 world leading Colleges. Our distance learning programmes were founded in 1858 and have enriched the lives of thousands of students, delivering high quality University of London degrees wherever our students are across the globe. Our alumni include 7 Nobel Prize winners. Today, we are a global leader in distance and flexible study, offering degree programmes to over 50,000 students in over 180 countries. To find out more about studying for one of our degrees where you are, visit www.london.ac.uk"
452,How the web works,4,https://www.coursera.org/learn/how-computers-work,"Championing research-rich degrees that provoke thought, stretch the imagination and tap into tomorrow’s world, at Goldsmiths we’re asking the questions that matter now in subjects as diverse as the arts and humanities, social sciences, cultural studies, computing, and entrepreneurial business and management. We are a community defined by its people: innovative in spirit, analytical in approach and open to all."
453,Number bases - binary,6,https://www.coursera.org/learn/mathematics-for-computer-science,"In this week, we will cover the key concept of congruence modulo an integer. You will also be introduced to the usefulness of congruence and modular arithmetic operations in computer science."
454,Number bases - other bases,6,https://www.coursera.org/learn/mathematics-for-computer-science,"In this week, we will cover the key concept of number sequences. You will look into more detail at a special family of sequences, called progressions, and study arithmetic and geometric progressions."
455,Modular arithmetic,6,https://www.coursera.org/learn/mathematics-for-computer-science,"In this week, we will cover the key concept of number series, building on number sequences. You will look into more detail at a special family of series arising from arithmetic and geometric progressions. You will look at expression summations of sequences using a compact form with a summation symbol."
456,Sequences,6,https://www.coursera.org/learn/mathematics-for-computer-science,"In this week, we will cover the key concept of coordinate system, functions and graphical representation of functions, and kinematics. You will look at the example of modelling motion."
457,Series,6,https://www.coursera.org/learn/mathematics-for-computer-science,"The University of London is a federal University which includes 18 world leading Colleges. Our distance learning programmes were founded in 1858 and have enriched the lives of thousands of students, delivering high quality University of London degrees wherever our students are across the globe. Our alumni include 7 Nobel Prize winners. Today, we are a global leader in distance and flexible study, offering degree programmes to over 50,000 students in over 180 countries. To find out more about studying for one of our degrees where you are, visit www.london.ac.uk"
458,Introduction to Graph Sketching and Kinematics ,6,https://www.coursera.org/learn/mathematics-for-computer-science,"Championing research-rich degrees that provoke thought, stretch the imagination and tap into tomorrow’s world, at Goldsmiths we’re asking the questions that matter now in subjects as diverse as the arts and humanities, social sciences, cultural studies, computing, and entrepreneurial business and management. We are a community defined by its people: innovative in spirit, analytical in approach and open to all."
459,Python as a Calculator,4,https://www.coursera.org/learn/python-programming,This module will teach you how to define and call functions. Functions allow you to write code once that you can execute repeatedly with different inputs.
460,Functions,4,https://www.coursera.org/learn/python-programming,This module will teach you how to use logic and conditionals to change the behavior of the program based upon values within the program.
461,Logic and Conditionals,4,https://www.coursera.org/learn/python-programming,This module will introduce you to the concept of modules. Python modules allow code to be divided up into different files and reused in different programs.  Python provides many modules that you can use within your programs.
462,Python Modules,4,https://www.coursera.org/learn/python-programming,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
463,Strings,4,https://www.coursera.org/learn/python-representation,This module will teach you the basics of Python's list data type. Lists are used to hold a sequence of data within programs.
464,Basics of Lists,4,https://www.coursera.org/learn/python-representation,This module will dive further into the use of lists. You will learn how about mutating the contents of a list and the implications of doing so.
465,List Manipulation,4,https://www.coursera.org/learn/python-representation,This module will teach you how to access files in Python.
466,File Access,4,https://www.coursera.org/learn/python-representation,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
467,Dictionaries,4,https://www.coursera.org/learn/python-analysis,This module will teach you about storing tabular data within Python programs using lists and dictionaries.
468,Tabular Data and Nested Data Structures,4,https://www.coursera.org/learn/python-analysis,This module will teach you the basics of CSV files and how to read them from Python programs. We will discuss the use of Python's csv module to help you access tabular data in CSV files.
469,Tabular Data and CSV Files,4,https://www.coursera.org/learn/python-analysis,This module will teach you how to sort data in Python. You will organize and analyze tabular data.
470,Organizing Data,4,https://www.coursera.org/learn/python-analysis,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
471,Week 1 ,4,https://www.coursera.org/learn/python-visualization,"This module will teach you about packages and modules in Python, including how to install packages and how to create your own modules. You will also learn to use the Pygal plotting library."
472,Week 2,4,https://www.coursera.org/learn/python-visualization,This module will teach you about Python sets. Sets are used to hold unordered collections of data without duplicates. We will also discuss efficiency.
473,Week 3,4,https://www.coursera.org/learn/python-visualization,The final project of the specialization will enable you to demonstrate mastery of the concepts you have learned up to this point. You will also be able to understand and compare different approaches to reconciling two data sets. 
474,Week 4,4,https://www.coursera.org/learn/python-visualization,"Rice University is consistently ranked among the top 20 universities in the U.S. and the top 100 in the world. Rice has highly respected schools of Architecture, Business, Continuing Studies, Engineering, Humanities, Music, Natural Sciences and Social Sciences and is home to the Baker Institute for Public Policy."
475,Module 1: MOOC Overview,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Module 2 provides an overview of Android Studio, explaining how to install it and apply it to develop a simple app using basic Java and Android features presented in this MOOC."
476,Module 2: Introduction to Android Studio,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Module 3 shows how to write a simple Android app that defines variables using primitive Java data types, shows how to assign values to those variables, and output them to the Android display using Java classes and methods."
477,Module 3: Writing a Simple Android App Using Basic Java Features,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Module 4 covers Java’s looping constructs (e.g., for loops, while loops, and do/while loops), as well as its conditional statements (e.g., if/else statements)."
478,Module 4: Control Flow,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Module 5 provides more detail on common data structures supported by Java, including built-in arrays, as well as core classes in the Java Collections Framework, such as ArrayList and HashMap."
479,Module 5: Structured Data,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Module 6 covers Java classes and interfaces, focusing on data types, fields, methods, generic parameters, and exceptions."
480,Module 6: Classes and Interfaces,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Module 7 examines Java's inheritance and polymorphism features (e.g., extending classes and virtual methods)."
481,ModuIe 7: Inheritance and Polymorphism,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Module 8 guides learners through the creation of an Android app that implements a simple calculator, which provides features for adding, subtracting, multiplying, and dividing numbers input by various means (e.g., via numbers and buttons on the Android user interface)."
482,Module 8: Android Calculator App Mini-Project Assignment,8,https://www.coursera.org/learn/java-for-android?specialization=android-app-development,"Vanderbilt University, located in Nashville, Tenn., is a private research university and medical center offering a full-range of undergraduate, graduate and professional degrees."
483,MOOC Overview,5,https://www.coursera.org/learn/androidapps?specialization=android-app-development,This module provides an overview of the Git version control system.
484,Introduction to Git,5,https://www.coursera.org/learn/androidapps?specialization=android-app-development,"This module describes the structure, functionality, and use of Android intents that provide an abstract description of an operation to perform or an event that has occurred.. Android uses intents as the ""glue"" that simplifies the integration of apps that reuse existing components, such as activities, services, and broadcast receivers. "
485,Android Intents,5,https://www.coursera.org/learn/androidapps?specialization=android-app-development,"This module describes the structure, functionality, and use of Android activities, which define user-facing operations that are displayed on a device screen.  Activities are the most common type of Android component and are at the heart of app Android apps."
486,Android Activities,5,https://www.coursera.org/learn/androidapps?specialization=android-app-development,
487,Android Broadcast Receivers,5,https://www.coursera.org/learn/androidapps?specialization=android-app-development,"Vanderbilt University, located in Nashville, Tenn., is a private research university and medical center offering a full-range of undergraduate, graduate and professional degrees."
488,MOOC Overview,4,https://www.coursera.org/learn/androidapps-2?specialization=android-app-development,Learning objectives are presented in the Module Introduction video lecture.
489,Android Started and Bound Services,4,https://www.coursera.org/learn/androidapps-2?specialization=android-app-development,Learning objectives are presented in the Module Introduction video lecture.
490,Android Local Inter-Process Communication (IPC),4,https://www.coursera.org/learn/androidapps-2?specialization=android-app-development,Learning objectives are presented in the Module Introduction video lecture.
491,Android Content Providers,4,https://www.coursera.org/learn/androidapps-2?specialization=android-app-development,"Vanderbilt University, located in Nashville, Tenn., is a private research university and medical center offering a full-range of undergraduate, graduate and professional degrees."
492,MOOC Overview,5,https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,
493,Software Engineering & Testing I,5,https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,
494,Software Engineering & Testing II,5,https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,
495,Security & Sustainability I,5,https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,"This module provides an introduction to Unit Testing using the Junit 4.0 Framework in Android, as well as an introduction to Testing Frameworks using the Robotium open-source test framework for writing graybox testing cases to automate the testing of multi-Activity Android apps."
496,Security & Sustainability II,5,https://www.coursera.org/learn/engineeringandroidapps?specialization=android-app-development,"Vanderbilt University, located in Nashville, Tenn., is a private research university and medical center offering a full-range of undergraduate, graduate and professional degrees."
497,Course introduction,5,https://www.coursera.org/learn/website-coding?specialization=website-development,"Welcome to the second module of 'Responsive website basics'. <p>In this section of the course we will have a look at linking external CSS files to your HTML documents, controlling fonts with CSS and using CSS to customise hyperlink formatting and to control text layout. We will also install the bootstrap library and implement a responsive grid layout- Enjoy!  <p> - Matthew, Marco and Kate"
498,HTML ,5,https://www.coursera.org/learn/website-coding?specialization=website-development,"Welcome to the third module of 'Responsive website basics'. <p>In this module we will write simple JavaScript programs and learn how to write programs that can respond to user input such as clicking on HTML elements. We will also take a look at JavaScript functions and use jQuery to manipulate web pages.</p>Finally, you will learn how to write your own javaScript functions including anonymous functions.  <p> Looking forward to working with you this week! <p> - Matthew and Marco"
499,CSS,5,https://www.coursera.org/learn/website-coding?specialization=website-development,"Welcome to the final module of 'Responsive website basics'. <p>In this final section of the course we will define JavaScript variables and write simple JavaScript programs that use and change the values of variables. </p>We'll also write if statements to control the flow of a JavaScript program,  use boolean variables in conjunction with if statements and write javaScript in the context of moderately complex web applications.  <p> Enjoy! <p> - Matthew and Marco"
500,Beginning JavaScript ,5,https://www.coursera.org/learn/website-coding?specialization=website-development,"The University of London is a federal University which includes 18 world leading Colleges. Our distance learning programmes were founded in 1858 and have enriched the lives of thousands of students, delivering high quality University of London degrees wherever our students are across the globe. Our alumni include 7 Nobel Prize winners. Today, we are a global leader in distance and flexible study, offering degree programmes to over 50,000 students in over 180 countries. To find out more about studying for one of our degrees where you are, visit www.london.ac.uk"
501,Going deeper into JavaScript ,5,https://www.coursera.org/learn/website-coding?specialization=website-development,"Championing research-rich degrees that provoke thought, stretch the imagination and tap into tomorrow’s world, at Goldsmiths we’re asking the questions that matter now in subjects as diverse as the arts and humanities, social sciences, cultural studies, computing, and entrepreneurial business and management. We are a community defined by its people: innovative in spirit, analytical in approach and open to all."
502,Responsive Web Design: Course overview,5,https://www.coursera.org/learn/responsive-web-design?specialization=website-development," Welcome to the second module of 'Responsive Web Design'. By the end of this module you will be able to set up a basic Bootstrap site and build Bootstrap collapsible, responsive navbars using titles and breadcrumb trails and you'll also be able to build multiple layouts in one with a responsive grid. We'll also be looking at installing Bootstrap themes. Enjoy!"
